Region,SubRegion,Country/Territory,Type of offence,Year,Drugs,Total,Males,Females,Unknown/Other/ Third/Intersex,Adults,Juveniles,Specify year
Oceania,Australia and New Zealand,New Zealand,Offences related to drug trafficking,2017,ATS,914.0,665.0,249.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug trafficking,2017,Hallucinogens,48.0,38.0,10.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug trafficking,2017,Sedatives and tranquillizers,32.0,27.0,5.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug trafficking,2017,Other stimulants,43.0,29.0,14.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug trafficking,2017,Psychotropic substances,466.0,390.0,76.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug use and/or drug possession,2014,All illicit drugs,6640.0,5424.0,1214.0,,5792.0,848.0,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug use and/or drug possession,2014,Cannabis-type,5371.0,4455.0,915.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug use and/or drug possession,2014,Opioids,59.0,36.0,23.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug use and/or drug possession,2014,Cocaine-type,6.0,5.0,1.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug use and/or drug possession,2014,ATS,999.0,773.0,225.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug use and/or drug possession,2014,Hallucinogens,56.0,47.0,9.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug use and/or drug possession,2014,Benzodiazepines,9.0,7.0,2.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug use and/or drug possession,2014,Synthetic cannabinoids (Spice),1.0,1.0,0.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug use and/or drug possession,2014,Other NPS,139.0,100.0,39.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug trafficking,2014,All illicit drugs,5712.0,4746.0,965.0,,5562.0,150.0,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug trafficking,2014,Cannabis-type,3055.0,2495.0,559.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug trafficking,2014,Opioids,23.0,17.0,6.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug trafficking,2014,Cocaine-type,18.0,18.0,0.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug trafficking,2014,ATS,1657.0,1361.0,296.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug trafficking,2014,Hallucinogens,242.0,236.0,6.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug trafficking,2014,Benzodiazepines,1.0,0.0,1.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug trafficking,2014,Synthetic cannabinoids (Spice),5.0,4.0,1.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug trafficking,2014,Other NPS,711.0,615.0,96.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug use and/or drug possession,2019,Sedatives and tranquillizers,69.0,50.0,19.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug use and/or drug possession,2019,Other stimulants,45.0,32.0,13.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug use and/or drug possession,2019,Opioids,29.0,19.0,10.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug use and/or drug possession,2019,Non-specified,135.0,109.0,26.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug use and/or drug possession,2019,Hallucinogens,93.0,65.0,28.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug use and/or drug possession,2019,Cocaine-type,38.0,33.0,5.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug use and/or drug possession,2019,Cannabis-type,5594.0,4429.0,1165.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug use and/or drug possession,2019,ATS,2238.0,1711.0,527.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug use and/or drug possession,2019,All illicit drugs,7523.0,5906.0,1617.0,,6925.0,598.0,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug trafficking,2019,Sedatives and tranquillizers,25.0,14.0,11.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug trafficking,2019,Other stimulants,21.0,16.0,5.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug trafficking,2019,Opioids,8.0,5.0,3.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug trafficking,2019,Non-specified,142.0,119.0,23.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug trafficking,2019,Hallucinogens,38.0,25.0,13.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug trafficking,2019,Cocaine-type,25.0,23.0,2.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug trafficking,2019,Cannabis-type,1874.0,1560.0,414.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug trafficking,2019,ATS,971.0,748.0,223.0,,,,
Oceania,Australia and New Zealand,New Zealand,Offences related to drug trafficking,2019,All illicit drugs,2847.0,2240.0,607.0,,2768.0,79.0,
Americas,Central America,Nicaragua,Offences related to drug use and/or drug possession,2014,All illicit drugs,2776.0,2486.0,290.0,,2536.0,240.0,
Americas,Central America,Nicaragua,Offences related to drug trafficking,2014,All illicit drugs,1735.0,1424.0,311.0,,1688.0,47.0,
Africa,West and Central Africa,Niger,Offences related to drug use and/or drug possession,2016,All illicit drugs,2002.0,1956.0,46.0,,1927.0,75.0,
Africa,West and Central Africa,Nigeria,Offences related to drug use and/or drug possession,2015,All illicit drugs,8778.0,8143.0,635.0,,8778.0,,
Africa,West and Central Africa,Nigeria,Offences related to drug use and/or drug possession,2016,All illicit drugs,8257.0,7720.0,537.0,,8257.0,,
Africa,West and Central Africa,Nigeria,Offences related to drug use and/or drug possession,2016,Cannabis-type,5780.0,5385.0,395.0,,,,
Africa,West and Central Africa,Nigeria,Offences related to drug use and/or drug possession,2016,Opioids,288.0,160.0,28.0,,,,
Africa,West and Central Africa,Nigeria,Offences related to drug use and/or drug possession,2016,Cocaine-type,275.0,226.0,49.0,,,,
Africa,West and Central Africa,Nigeria,Offences related to drug use and/or drug possession,2016,ATS,17.0,16.0,1.0,,,,
Africa,West and Central Africa,Nigeria,Offences related to drug use and/or drug possession,2016,Psychotropic substances,196.0,186.0,10.0,,,,
Africa,West and Central Africa,Nigeria,Offences related to drug use and/or drug possession,2016,Multiple Drugs,1666.0,1620.0,46.0,,,,
Africa,West and Central Africa,Nigeria,Offences related to drug trafficking,2016,All illicit drugs,155.0,129.0,26.0,,,,
Africa,West and Central Africa,Nigeria,Offences related to drug use and/or drug possession,2017,All illicit drugs,10009.0,9387.0,622.0,,,,
Africa,West and Central Africa,Nigeria,Offences related to drug use and/or drug possession,2018,All illicit drugs,1236.0,1215.0,21.0,,1236.0,,
Europe,South-Eastern Europe,North Macedonia,Offences related to drug use and/or drug possession,2018,All illicit drugs,316.0,300.0,16.0,,296.0,20.0,
Europe,South-Eastern Europe,North Macedonia,Offences related to drug trafficking,2018,All illicit drugs,906.0,882.0,24.0,,891.0,15.0,
Europe,South-Eastern Europe,North Macedonia,Offences related to drug trafficking,2018,Cannabis-type,667.0,651.0,16.0,,,,
Europe,South-Eastern Europe,North Macedonia,Offences related to drug trafficking,2018,Opioids,56.0,51.0,5.0,,,,
Europe,South-Eastern Europe,North Macedonia,Offences related to drug trafficking,2018,Cocaine-type,42.0,41.0,1.0,,,,
Europe,South-Eastern Europe,North Macedonia,Offences related to drug trafficking,2018,ATS,84.0,81.0,3.0,,,,
Europe,South-Eastern Europe,North Macedonia,Offences related to drug use and/or drug possession,2019,All illicit drugs,534.0,513.0,21.0,,504.0,30.0,
Europe,South-Eastern Europe,North Macedonia,Offences related to drug trafficking,2019,All illicit drugs,1004.0,961.0,43.0,,985.0,19.0,
Europe,South-Eastern Europe,North Macedonia,Offences related to drug trafficking,2019,Cannabis-type,599.0,585.0,14.0,,,,
Europe,South-Eastern Europe,North Macedonia,Offences related to drug trafficking,2019,Opioids,108.0,99.0,9.0,,,,
Europe,South-Eastern Europe,North Macedonia,Offences related to drug trafficking,2019,Cocaine-type,97.0,92.0,5.0,,,,
Europe,South-Eastern Europe,North Macedonia,Offences related to drug trafficking,2019,ATS,78.0,74.0,4.0,,,,
Europe,South-Eastern Europe,North Macedonia,Offences related to drug use and/or drug possession,2014,All illicit drugs,420.0,403.0,17.0,,398.0,22.0,
Europe,South-Eastern Europe,North Macedonia,Offences related to drug trafficking,2014,All illicit drugs,871.0,837.0,34.0,,848.0,23.0,
Europe,South-Eastern Europe,North Macedonia,Offences related to drug trafficking,2014,Cannabis-type,541.0,529.0,12.0,,,,
Europe,South-Eastern Europe,North Macedonia,Offences related to drug trafficking,2014,Opioids,92.0,87.0,5.0,,,,
Europe,South-Eastern Europe,North Macedonia,Offences related to drug trafficking,2014,Cocaine-type,24.0,24.0,,,,,
Europe,South-Eastern Europe,North Macedonia,Offences related to drug trafficking,2014,ATS,35.0,34.0,1.0,,,,
Europe,South-Eastern Europe,North Macedonia,Offences related to drug trafficking,2014,Hallucinogens,2.0,1.0,1.0,,,,
Europe,South-Eastern Europe,North Macedonia,Offences related to drug trafficking,2014,Other miscellaneous,17.0,14.0,3.0,,,,
Europe,Western and Central Europe,Norway,Offences related to drug use and/or drug possession,2015,All illicit drugs,,,,,22101.0,59.0,
Europe,Western and Central Europe,Norway,Offences related to drug trafficking,2015,All illicit drugs,,,,,1674.0,1.0,
Asia,Near and Middle East/ South-West Asia,Oman,Offences related to drug use and/or drug possession,2017,Cannabis-type,215.0,215.0,,,,,
Asia,Near and Middle East/ South-West Asia,Oman,Offences related to drug use and/or drug possession,2017,Opioids,7.0,7.0,,,,,
Asia,Near and Middle East/ South-West Asia,Oman,Offences related to drug use and/or drug possession,2017,Hallucinogens,373.0,370.0,3.0,,,,
Asia,Near and Middle East/ South-West Asia,Oman,Offences related to drug use and/or drug possession,2017,Heroin,1328.0,300.0,28.0,,,,
Americas,Central America,Panama,Offences related to drug use and/or drug possession,2017,All illicit drugs,1731.0,1583.0,148.0,,,,
Americas,Central America,Panama,Offences related to drug trafficking,2018,All illicit drugs,834.0,738.0,96.0,,823.0,11.0,
Americas,Central America,Panama,Offences related to drug use and/or drug possession,2016,All illicit drugs,1731.0,1583.0,148.0,,,,
Americas,Central America,Panama,Offences related to drug trafficking,2019,All illicit drugs,120.0,120.0,,,120.0,,
Americas,South America,Paraguay,Offences related to drug trafficking,2016,All illicit drugs,273.0,219.0,54.0,,236.0,37.0,
Americas,South America,Paraguay,Offences related to drug trafficking,2016,Cannabis-type,103.0,91.0,12.0,,,,
Americas,South America,Paraguay,Offences related to drug trafficking,2016,Cocaine-type,87.0,78.0,9.0,,,,
Americas,South America,Paraguay,Offences related to drug trafficking,2016,Coca paste/cocaine base,83.0,50.0,33.0,,,,
Americas,South America,Paraguay,Offences related to drug trafficking,2015,All illicit drugs,1138.0,1002.0,136.0,,1134.0,4.0,
Americas,South America,Paraguay,Offences related to drug trafficking,2015,Cannabis-type,240.0,213.0,27.0,,,,
Americas,South America,Paraguay,Offences related to drug trafficking,2015,Cocaine-type,116.0,96.0,20.0,,,,
Americas,South America,Paraguay,Offences related to drug trafficking,2015,Hallucinogens,6.0,5.0,1.0,,,,
Americas,South America,Paraguay,Offences related to drug trafficking,2015,LSD,4.0,4.0,0.0,,,,
Americas,South America,Paraguay,Offences related to drug trafficking,2015,Non-specified substances not under int. control,20.0,16.0,4.0,,,,
Americas,South America,Paraguay,Offences related to drug trafficking,2017,All illicit drugs,400.0,323.0,68.0,,391.0,9.0,
Americas,South America,Paraguay,Offences related to drug trafficking,2017,Cannabis-type,209.0,183.0,26.0,,,,
Americas,South America,Paraguay,Offences related to drug trafficking,2017,Cocaine-type,79.0,64.0,15.0,,,,
Americas,South America,Peru,Offences related to drug use and/or drug possession,2017,All illicit drugs,6093.0,5914.0,179.0,,5831.0,262.0,
Americas,South America,Peru,Offences related to drug use and/or drug possession,2017,Cannabis-type,5158.0,5017.0,141.0,,,,
Americas,South America,Peru,Offences related to drug use and/or drug possession,2017,Opioids,2.0,2.0,,,,,
Americas,South America,Peru,Offences related to drug use and/or drug possession,2017,Cocaine-type,933.0,895.0,38.0,,,,
Americas,South America,Peru,Offences related to drug trafficking,2017,All illicit drugs,2509.0,2109.0,400.0,,2462.0,47.0,
Americas,South America,Peru,Offences related to drug trafficking,2017,Cannabis-type,1643.0,1395.0,248.0,,,,
Americas,South America,Peru,Offences related to drug trafficking,2017,Opioids,13.0,11.0,2.0,,,,
Americas,South America,Peru,Offences related to drug trafficking,2017,Cocaine-type,853.0,703.0,150.0,,,,
Americas,South America,Peru,Offences related to drug use and/or drug possession,2018,All illicit drugs,3696.0,3203.0,493.0,,3597.0,99.0,
Americas,South America,Peru,Offences related to drug use and/or drug possession,2018,Cannabis-type,1376.0,1201.0,175.0,,,,
Americas,South America,Peru,Offences related to drug use and/or drug possession,2018,Cocaine-type,2320.0,2002.0,318.0,,,,
Americas,South America,Peru,Offences related to drug trafficking,2018,All illicit drugs,12030.0,10626.0,1404.0,,11398.0,632.0,
Americas,South America,Peru,Offences related to drug trafficking,2018,Cannabis-type,3189.0,2771.0,418.0,,,,
Americas,South America,Peru,Offences related to drug trafficking,2018,Cocaine-type,8841.0,7855.0,986.0,,,,
Americas,South America,Peru,Offences related to drug trafficking,2016,All illicit drugs,9621.0,8752.0,869.0,,,,
Asia,East and South-East Asia,Philippines,Offences related to drug use and/or drug possession,2016,All illicit drugs,8736.0,7585.0,1151.0,,8552.0,184.0,
Asia,East and South-East Asia,Philippines,Offences related to drug trafficking,2016,All illicit drugs,19320.0,16955.0,2365.0,,19130.0,190.0,
Asia,East and South-East Asia,Philippines,Offences related to drug use and/or drug possession,2015,All illicit drugs,6634.0,5793.0,841.0,,6543.0,91.0,
Asia,East and South-East Asia,Philippines,Offences related to drug trafficking,2015,All illicit drugs,12798.0,11225.0,1573.0,,12668.0,130.0,
Asia,East and South-East Asia,Philippines,Offences related to drug use and/or drug possession,2014,All illicit drugs,992.0,827.0,165.0,,982.0,10.0,
Asia,East and South-East Asia,Philippines,Offences related to drug trafficking,2014,All illicit drugs,4632.0,3976.0,656.0,,4529.0,103.0,
Asia,East and South-East Asia,Philippines,Offences related to drug use and/or drug possession,2019,All illicit drugs,15124.0,13113.0,2011.0,,14537.0,587.0,
Asia,East and South-East Asia,Philippines,Offences related to drug trafficking,2019,All illicit drugs,46959.0,41584.0,5375.0,,46085.0,874.0,
Asia,East and South-East Asia,Philippines,Offences related to drug trafficking,2019,ATS,47197.0,,,,,,
Asia,East and South-East Asia,Philippines,Offences related to drug trafficking,2019,All illicit drugs,50248.0,,,,,,
Europe,Western and Central Europe,Poland,Offences related to drug use and/or drug possession,2019,All illicit drugs,1391.0,,,,,,
Europe,Western and Central Europe,Poland,Offences related to drug use and/or drug possession,2015,All illicit drugs,26756.0,,,,24559.0,2197.0,
Europe,Western and Central Europe,Poland,Offences related to drug trafficking,2015,All illicit drugs,505.0,,,,485.0,20.0,
Europe,Western and Central Europe,Poland,Offences related to drug use and/or drug possession,2014,All illicit drugs,1453.0,1237.0,216.0,,,,
Europe,Western and Central Europe,Poland,Offences related to drug use and/or drug possession,2014,Cannabis-type,776.0,681.0,95.0,,,,
Europe,Western and Central Europe,Poland,Offences related to drug use and/or drug possession,2014,Opioids,9.0,9.0,0.0,,,,
Europe,Western and Central Europe,Poland,Offences related to drug use and/or drug possession,2014,Cocaine-type,44.0,41.0,3.0,,,,
Europe,Western and Central Europe,Poland,Offences related to drug use and/or drug possession,2014,ATS,320.0,277.0,43.0,,,,
Europe,Western and Central Europe,Poland,Offences related to drug use and/or drug possession,2014,Hallucinogens,9.0,8.0,1.0,,,,
Europe,Western and Central Europe,Poland,Offences related to drug use and/or drug possession,2016,All illicit drugs,29431.0,,,,27296.0,2135.0,
Europe,Western and Central Europe,Poland,Offences related to drug trafficking,2016,All illicit drugs,489.0,,,,489.0,0.0,
Europe,Western and Central Europe,Poland,Offences related to drug use and/or drug possession,2018,All illicit drugs,2993.0,,,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2018,All illicit drugs,10445.0,9573.0,872.0,,9910.0,535.0,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2018,Cannabis-type,8631.0,7936.0,695.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2018,Opioids,437.0,403.0,34.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2018,Cocaine-type,593.0,536.0,57.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2018,ATS,116.0,92.0,24.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2018,Hallucinogens,1.0,1.0,,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2018,Other Plant-based substances,2.0,2.0,,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2018,Non-specified,552.0,507.0,45.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2018,All illicit drugs,2704.0,2384.0,320.0,,2659.0,45.0,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2018,Cannabis-type,1675.0,1527.0,148.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2018,Opioids,96.0,83.0,13.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2018,Cocaine-type,263.0,189.0,74.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2018,ATS,59.0,46.0,13.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2018,Hallucinogens,3.0,2.0,1.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2018,Other Plant-based substances,3.0,3.0,0.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2018,Plant-based NPS,3.0,3.0,0.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2018,Non-specified,540.0,477.0,63.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2017,All illicit drugs,12232.0,11352.0,880.0,,11554.0,678.0,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2017,Cannabis-type,10303.0,9604.0,699.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2017,Opioids,510.0,478.0,32.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2017,Cocaine-type,631.0,560.0,71.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2017,ATS,134.0,116.0,18.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2017,Multiple Drugs,531.0,484.0,47.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2017,Hallucinogens,2.0,2.0,0.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2017,All illicit drugs,5258.0,4741.0,517.0,,5116.0,142.0,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2017,Cannabis-type,3485.0,3219.0,266.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2017,Opioids,182.0,166.0,16.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2017,Cocaine-type,399.0,321.0,78.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2017,ATS,61.0,55.0,6.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2017,Multiple Drugs,1013.0,885.0,128.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2017,Hallucinogens,8.0,5.0,3.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2016,All illicit drugs,10765.0,9964.0,801.0,,10101.0,664.0,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2016,Cannabis-type,9228.0,8562.0,666.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2016,Opioids,477.0,446.0,31.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2016,Cocaine-type,455.0,407.0,48.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2016,ATS,85.0,73.0,12.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2016,Hallucinogens,6.0,4.0,2.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2016,Multiple Drugs,423.0,387.0,36.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2016,All illicit drugs,6925.0,6315.0,610.0,,6674.0,251.0,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2016,Cannabis-type,4533.0,4242.0,291.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2016,Opioids,298.0,264.0,34.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2016,Cocaine-type,496.0,402.0,94.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2016,ATS,60.0,55.0,5.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2016,Hallucinogens,1.0,1.0,0.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2016,Multiple Drugs,1408.0,1239.0,169.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2016,Plant-based NPS,1.0,1.0,0.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2016,Other Plant-based substances,0.0,0.0,0.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2015,All illicit drugs,10380.0,9601.0,779.0,,9741.0,636.0,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2015,Cannabis-type,8608.0,8016.0,592.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2015,Opioids,492.0,468.0,24.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2015,Cocaine-type,448.0,386.0,62.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2015,ATS,96.0,81.0,15.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2015,Hallucinogens,11.0,6.0,5.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2015,Multiple Drugs,483.0,422.0,61.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2015,All illicit drugs,6596.0,5940.0,656.0,,6378.0,218.0,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2015,Cannabis-type,4123.0,3833.0,290.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2015,Opioids,346.0,307.0,39.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2015,Cocaine-type,578.0,483.0,95.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2015,ATS,51.0,40.0,11.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2015,Hallucinogens,4.0,0.0,4.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2015,Multiple Drugs,1395.0,1198.0,197.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2014,All illicit drugs,9059.0,8379.0,680.0,,8465.0,578.0,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2014,Cannabis-type,7056.0,6553.0,503.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2014,Opioids,432.0,405.0,27.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2014,Cocaine-type,415.0,369.0,46.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2014,ATS,73.0,61.0,12.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2014,Hallucinogens,10.0,8.0,2.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2014,Other NPS,413.0,367.0,46.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2014,All illicit drugs,5674.0,5083.0,591.0,,5512.0,162.0,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2014,Cannabis-type,3475.0,3234.0,241.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2014,Opioids,319.0,281.0,38.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2014,Cocaine-type,561.0,431.0,130.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2014,ATS,32.0,27.0,5.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2014,Hallucinogens,9.0,9.0,0.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2014,Other NPS,1174.0,1013.0,161.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2019,Other Plant-based substances,6.0,2.0,4.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2019,Opioids,335.0,303.0,32.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2019,Non-specified,534.0,483.0,51.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2019,Hallucinogens,5.0,4.0,1.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2019,Cocaine-type,632.0,560.0,72.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2019,Cannabis-type,7711.0,7118.0,593.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2019,ATS,114.0,98.0,16.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2019,All illicit drugs,9353.0,8581.0,772.0,,8928.0,425.0,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2019,Other Plant-based substances,5.0,4.0,1.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2019,Opioids,70.0,62.0,8.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2019,Non-specified,524.0,447.0,77.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2019,Hallucinogens,3.0,3.0,0.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2019,Cocaine-type,385.0,286.0,99.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2019,Cannabis-type,1603.0,1472.0,131.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2019,ATS,63.0,56.0,7.0,,,,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2019,All illicit drugs,2749.0,2412.0,337.0,,2687.0,62.0,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2019,Plant-based NPS,9.0,5.0,4.0,,,,
Europe,Eastern Europe,Republic of Moldova,Offences related to drug use and/or drug possession,2019,All illicit drugs,737.0,692.0,45.0,,724.0,13.0,
Europe,Eastern Europe,Republic of Moldova,Offences related to drug use and/or drug possession,2019,Cannabis-type,34.0,28.0,6.0,,,,
Europe,Eastern Europe,Republic of Moldova,Offences related to drug use and/or drug possession,2014,All illicit drugs,778.0,657.0,121.0,,756.0,22.0,
Europe,Eastern Europe,Republic of Moldova,Offences related to drug use and/or drug possession,2017,All illicit drugs,872.0,790.0,82.0,,834.0,38.0,
